SentenceNumber,Chapter,Section,Kernewek,English
736,21,MiscReview,Berrheans lyver yw dhe les.,The abridgement of a book is useful.
737,21,MiscReview,"Eus pluvenn rudh genes, mar pleg?","Have you a red pen, please?"
738,21,MiscReview,Ro dhymm plat!,Give me a plate!
739,21,MiscReview,Arta mar pleg!,"Again, please!"
740,21,MiscReview,"Plat, onan bras!","A plate, a big one!"
741,21,MiscReview,Pyth yw henna - an dra dhu ma?,What's that - that black thing?
742,21,MiscReview,Nyns yw an kerdh re hir.,The walk isn't too long.
743,21,MiscReview,"Yns i hwerydh, an dhiw vowes na?","Are they sisters, those two girls?"
744,21,MiscReview,Yma deg stamp gesys y'n lyver-stamp ma.,There are ten stamps left in this stamp book.
745,21,MiscReview,Na lavar ger! A wodhesta konvedhes?,Don't say a word! Do you understand?
746,21,MiscReview,Broder Androw yw pronter yn unn eglos.,Andrew's brother is a vicar in a certain church.
747,21,MiscReview,Oll an draow ma yw parys.,All these things are ready.
748,21,MiscReview,Py par bargen-tir yw henna?,What kind of farm is that?
749,21,MiscReview,Bargen-tir deves yw ev.,It's a sheep farm.
750,21,MiscReview,"Igor daras an gegin, mar pleg!","Open the kitchen door, please!"
751,21,MiscReview,Yma meur a dus a-ji dhe'n hel.,There are lots of people inside the hall.
752,21,MiscReview,Re boeth yw hi dhe hanter-dydh.,It's too hot at mid-day.
753,21,MiscReview,Nebes geryow yw lowr.,A few words are enough.
754,21,MiscReview,Pur sygh yw an lowarth.,The garden is very dry.
755,21,MiscReview,"Dohajydh da dhis, Me. Kewer deg, a nyns yw hi?","Good afternoon to you, May. Nice weather, isn't it?"
756,21,MiscReview,"Trydhek den ha dew-ugens a-ji dhe'n kyttrin yw re, dell hevel.","Fifty-three people in the bus are too many, it seems."
757,21,MiscReview,Yma an vamm orth an daras. Igor e ytho!,Mother is at the door. Open it then!
758,22,Examples,An eneval ma yw haval orth margh.,This animal is similar to a horse.
759,22,Examples,Yw hemma an keth plat ha'n huni kyns?,Is this the same plate as the one before?
760,22,Examples,"An plat ma yw plos, ro dhymm onan arall, mar pleg!","This plate is dirty, bring me another one, please!"
761,22,Examples,Yma ensamplow erell war folenn 72.,There are other examples on page 72.
762,22,Examples,Lies den arall yw kamm war an dra ma.,Many other people are wrong on this matter.
763,22,Examples,Ottomma ken euryor.,Here's another (kind of) watch.
764,22,Examples,An gewer hedhyw yw dihaval diworth an gewer de.,The weather today is different from the weather yesterday.
765,22,Review,Leurlenn an chambour yw haval orth huni an hel; melyn ha gwyrdh yns i.,The bedroom carpet is like the one in the hall; they are yellow and green.
766,22,Review,An enyval na yw haval orth davas mes nyns yw ev davas.,That animal is like a sheep but it isn't a sheep.
767,22,Review,Na lavar an keth tra arta.,Don't say the same thing again.
768,22,Review,Nyns yw hemma an keth lyver ha huni Yowann.,This isn't the same book as John's.
769,22,Review,Ke yn kettermyn ha Maria!,Go at the same time as Mary!
770,22,Review,Yma an ganstell arall yn-dann an voes ena. Kemmer hi!,The other basket is under the table there. Take it!
771,22,Review,A nyns usi an tavern nowydh ogas dhe'n huni arall?,Isn't the new pub near the other one?
772,22,Review,"Nyns yw an traow ma pur haval orth an re erell, yns i?","These are not very similar to the others, are they?"
773,22,Review,Plema'n benynes erell lemmyn?,Where are the other women now?
774,22,Review,Yn stevell arall ymons.,They are in the other room.
775,22,Review,"Ken termyn, ken hwedhel!","Another time, another story!"
776,22,Review,Kemmer ken hwegynn ytho!,Take another (kind of) sweet then!
777,22,Review,Hemm yw kamm. An lavar ma yw dihaval diworth an lavar arall.,This is wrong. This sentence is different from the other sentence.
778,22,Review,"Broyow erell yw gwell, dell hevel.","Other countries are better, it seems."
779,22,Review,Yma kommol y'n ebron ha dihaval yns diworth an re erell.,There are clouds in the sky and they are different from the others.
780,23,Examples,An gwydh o glas.,The trees were green.
781,23,Examples,An vugh o byghan.,The cow was small.
782,23,Examples,Hemm o pur dha.,That was very good.
783,23,Examples,Henn o gwir.,That was true.
784,23,Examples,En vy diek?,Was I lazy?
785,23,Examples,Esta klav?,Were you ill?
786,23,Examples,O hi kowethes?,Was she a friend?
787,23,Examples,Nyns en ni toemm.,We were not warm.
788,23,Examples,Ewgh hwi drog pes?,Were you displeased?
789,23,Examples,Nyns ens i hwerydh.,They were not sisters.
790,23,Examples,Fol en vy.,I was foolish.
791,23,Examples,Yth esov yn chi Karol.,I am in Carol's house.
792,23,Examples,"Nyns esons genes, sur.","They are not with you, certainly."
793,23,Examples,Esesta war an treth?,Were you on the beach?
794,23,Examples,Yth esen vy yn gorsav an hyns-horn.,I was in the railway station.
795,23,Examples,Nyns esesta ganso.,You weren't with him.
796,23,Examples,Nyns esa an bel ena.,The ball was not there.
797,23,Examples,Yth eson y'n lowarth.,We are in the garden.
798,23,Examples,Esowgh hwi orth an voes?,Are you at the table?
799,23,Examples,Yth esen ni y'n dre.,We were in town.
800,23,Examples,Esewgh hwi war an treth?,Were you on the beach?
801,23,Examples,Nag esen!,(No) We were not!
802,23,Examples,Yth esens i yn-dann an lawlenn yn mysk an traow erell.,They were under the umbrella amongst the other things.
803,23,Review,My o lowen ena mes nyns o Morwenna lowen martesen.,I was happy there but Morwenna was not happy perhaps.
804,23,Review,Yth esen vy y'n karr Jori.,I was in George's car.
805,23,Review,An vugh o gwynn ha gell.,The cow was white and brown.
806,23,Review,Yth esa an vugh y'n pras gans an re erell.,The cow was in the meadow with the others.
807,23,Review,Nyns esens y'n pras bras.,They weren't in the big meadow.
808,23,Review,O ev pes da gans hemma? Nag o!,Was he pleased with this? No!
809,23,Review,Esa ev y'n lowarth ytho?,Was he in the garden then?
810,23,Review,"Nyns ewgh parys, dell dybav.","You were not ready, I think."
811,23,Review,Nyns esewgh a-ji dhe'n drehevyans.,You were not inside the building.
812,23,Review,A nyns ens i pes da gans henna?,Weren't they pleased with that?
813,23,Review,A nyns esens i yn gorsav an kyttrin?,Weren't they in the bus station?
814,23,Review,Esta skwith gans an oberennow?,Were you tired with the exercises?
815,23,Review,Esesta y'n Gresenn Gernewek?,Were you in the Cornish Centre?
816,23,Review,Glas o an del y'n koes.,The leaves in the wood were green.
817,23,Review,Y'n koes yth esa del gell war an leur.,In the wood there were brown leaves on the ground.
818,23,Review,Kamm en ni.,We were wrong.
819,23,Review,Yth esen ni yn skath vras Mr Tommas.,We were in Mr Thomas's big boat.
820,23,Review,A nyns esa an fleghes warbarth yn gorsav an hyns-horn?,Weren't the children together in the railway station?
821,23,Review,"Esens, sur.","They were, certainly."
822,23,Review,Hwi o drog pes y'n prys na.,You were displeased on that occasion.
823,23,Review,Yth esewgh yn Truru y'n prys na.,You were in Truro on that occasion.
824,23,MiscReview,Yth esa diw venyn warn ugens y'n kuntelles.,There were twenty-two people in the meeting.
825,23,MiscReview,"An donsyow kernewek yw da, a nyns yns i?","The Cornish dances are good, aren't they?"
826,23,MiscReview,Pys glawlenn diworth an vodrep!,Ask Auntie for an umbrella!
827,23,MiscReview,Na gewgh gans tus kemmyn!,Don't go with common people!
828,23,MiscReview,An gweder o terrys.,The mirror was broken.
829,23,MiscReview,Py ostel yw an gwella yn Manow?,Which hotel is best in the Isle of Man?
830,23,MiscReview,Fatell o an gewer ytho?,How was the weather then?
831,23,MiscReview,"Kosel o ha toemm, pur deg o hi.","Calm and warm, it was very fine."
832,23,MiscReview,Nyns esa meur a vebyl nowydh y'n chi.,There wasn't much new furniture in the house.
833,23,MiscReview,Nebes fleghes o gokki.,A few children were silly.
834,23,MiscReview,Gyllys o meur a arghans ha nyns o devedhys arghans lowr.,A lot of money had (was) gone and not enough money had (was) come.
835,23,MiscReview,Yw hi fur ytho?,Is she wise then?
836,23,MiscReview,"Nag yw, dell leverir.","She is not, as they say."
837,23,MiscReview,"Ro dhymm bara hag amanenn, dell vydh usys, mar pleg!","Give me bread and butter as usual, please!"
838,23,MiscReview,Nyns esa kommolenn y'n ebrenn.,There wasn't a (single) cloud in the sky.
839,23,MiscReview,Eus oyl lowr yn jynn an karr?,Is there enough oil in the engine of the car?
840,24,Review,Ow hi yw kloppek.,My dog is lame.
841,24,Review,"Dha gota yw plos, dell dybav.","Your coat is dirty, I think."
842,24,Review,Nyns yw nowydh y ji.,His house is not new.
843,24,Review,Nyns yw ev y ji nowydh.,It is not his new house.
844,24,Review,Yw hy howethas Myrna ytho?,Is her friend Myrna then?
845,24,Review,Agan stevell y'n ostel o re vyghan.,Our room in the hotel was too small.
846,24,Review,Agas tas yw ow howeth.,Your father is my friend.
847,24,Review,"Aga fleghes yw klav, dell glewav.","Their children are ill, I hear."
848,24,Review,Agan kesva yw onan dha.,Our association is a good one.
849,24,Review,Nyns o ow boes parys.,My food was not ready.
850,24,Review,Dha gyttrin yw gyllys lemmyn.,Your bus is gone now.
851,24,Review,An wydhenn ma yw marow. Hy del yw gell.,This tree is dead. Its leaves are brown.
852,24,Review,A nyns esa delenn las gesys? Nag esa!,Wasn't there a single green leaf left? No!
853,24,Review,"Pan en maw, ow theylu o boghesek, sur.","When I was a boy. my family was poor, certainly."
854,24,Review,Pan esa drehevyans ena nyns esa golow lowr yn agan chi.,"When there was a building there, there wasn't enough light."
855,24,Review,"Pan nag o kevoethek, lowen o ev.","When he was not rich, he was happy."
856,25,Examples,My a werthas an karr koth.,I sold the old car.
857,25,Examples,An tas a wolghas an ki,Father washed the dog.
858,25,Examples,Ni a esedhas ena.,We sat there.
859,25,Examples,An keur a ganas.,The choir sang.
860,25,Examples,My re werthas an karr koth.,I have sold the old car.
861,25,Examples,An tas re wolghas an ki,Father has washed the dog.
862,25,Examples,Ni re esedhas ena,We have sat there.
863,25,Examples,"""Ha lemmyn ni yw parys,"" yn-medh Tamsyn.","""And now we are ready,"" said Tamsyn."
864,25,Examples,"""Deus omma!"" yn-medhav.","""Come here!"" I said."
865,25,Examples,My a brenas jynn-amontya.,I bought a computer.
866,25,Examples,Y prenas an tas jynn-amontya.,Father bought a computer.
867,25,Examples,A brensys jy an radyo na?,Did you buy that radio?
868,25,Examples,Ny brensyn an boes y'n eur na.,We didn't buy the food then.
869,25,Review,A wolghsys jy an hanafow an myttin ma?,Did you wash the cups this morning?
870,25,Review,"Golghis, sur!","Yes, certainly!"
871,25,Review,Ytho ny wolghsys hemma.,Well you didn't wash this one.
872,25,Review,"Maria a wolghas henna, dell dybav.","Mary washed that one, I think."
873,25,Review,"Golgh e arta, mar pleg!","Wash it again, please!"
874,25,Review,Dy' Sadorn y prenas Wella ki.,(On) Saturday Wella bought a dog.
875,25,Review,Ev re brenas keun kyns.,He has bought dogs before.
876,25,Review,Piw a leveris henna?,Who said that?
877,25,Review,A boensys jy pub dydh?,Did you run every day?
878,25,Review,Poen lemmyn ytho!,Run now then!
879,25,Review,An keur a ganas kan gernewek mes ny gensyn gans an keur.,The choir sang a Cornish song but we did not sing with the choir.
880,25,Review,An vamm re worras an kinyow war an voes lemmyn. Kynsa yma kowl onyon.,Mother has put the dinner on the table now. First there is onion soup.
881,25,Review,Y'n eur na y hwiskas hi pows las.,At that time she wore a blue dress.
882,25,Review,Martyn eth dhe'n treth mes nyns eth dhe neuvya.,Martin went to the beach but he didn't go to swim.
883,25,Review,Y'n eur na yth eth ev dhe skol an eglos.,He then went to the church school.
884,26,Examples,An flogh a bren hwegynnow.,The child buys sweets.
885,26,Examples,An benynes a esedh orth an fenester.,The women sit at the window.
886,26,Examples,Ni a neuv y'n mor.,We swim in the sea.
887,26,Examples,Ny bren an flogh hwegynnow.,The child does not buy sweets.
888,26,Examples,A bren an flogh hwegynnow?,Does the child buy sweets?
889,26,Examples,Gans y arghans y pren an flogh hwegynnow.,With his money the child buys sweets.
890,26,Examples,Gans aga arghans y pren an fleghes hwegynnow.,With their money the children buy sweets.
891,26,Examples,Y'n gwerthji na y prenons aga hwegynnow.,In that shop they buy their sweets.
892,26,Examples,Ny weresav y'n lowarth.,I don't help in the garden.
893,26,Examples,A welydh jy an eglos?,Do you see the church?
894,26,Examples,Ena y tiskwedhyn an skeusennow.,Then we show the photographs.
895,26,Examples,War an voes y hworrons i an boes.,On the table they put the food.
896,26,Review,An tren a as an gorsav dhe eth eur hanter poran.,The train leaves the station at half past eight exactly.
897,26,Review,My a wolgh an lestri gans dowr poeth.,I wash the dishes with very hot water.
898,26,Review,Ny yv ev korev mes gwin hepken.,He does not drink beer but only wine.
899,26,Review,A esedhons i orth an tan pub gorthugher?,Do they sit at the fire every evening?
900,26,Review,Ena y hworrav ow hota war an gador.,Then I put my coat on the chair.
901,26,Review,A ny weresydh jy dha vamm y'n gegin?,Don't you help your mother in the kitchen?
902,26,Review,Kolan a vir orth an lyver heb redya unn ger.,Colin looks at the book without reading one word.
903,26,Review,Eseli an gowethas a esedh yn chi an pronter.,The members of the society sit in the parson's house.
904,26,Review,Hi a vet orth Pol rag li.,She meets Paul for lunch.
905,26,Review,A bal Mighal yn y lowarth lemmyn? Na bal ev!,Does Michael dig in his garden now? No! (He does not dig).
906,26,Review,Ni a glew an glaw orth fenester an chambour.,We hear the rain against the window of the bedroom.
907,26,Review,Piw a dhysk kernewek y'n dre ma?,Who learns Cornish in this town?
908,26,Review,"Tri po peswar den, dell dybav.","Three or four people, I think."
909,26,Review,Tus a dheu dhe weles an eglos koth.,People come to see the old church.
910,26,Review,"Jago a wisk y gota nowydh, my a wel.","James wears his new coat, I see."
911,26,MiscReview,Agan boes dhe'n prys ma yw bewin.,Our food for this meal is beef.
912,26,MiscReview,"Drog yw genev, dha wedrenn yw gwag. Kemmer an wedrennas a win ma!","I'm sorry, your glass is empty. Take this glassful of wine!"
913,26,MiscReview,"Ny vern, mes meur ras!","It doesn't matter, but thanks!"
914,26,MiscReview,My a worta Tamsin orth daras an eglos.,I wait for Tamsin at the door of the church.
915,26,MiscReview,Pyth yw an daffar ma?,What is this gear?
916,26,MiscReview,Fatell yw an gewer? Eus howlsplann?,How is the weather? Is there (any) sunshine?
917,26,MiscReview,Y'n hwedhel na puptra o koynt.,In that story everything was strange.
918,26,MiscReview,"""Nyns en vy feusik,"" yn-medh Hykka.","""I wasn't lucky,"" said Richard."
919,26,MiscReview,"Ple'ma ow fluvenn, mammik?","Where's my pen, mummy?"
920,26,MiscReview,"War an leur yn-dann dha weli yn dha jambour, dell vydh usys!","On the floor under your bed in  your bedroom, as usual!"
921,27,Examples,My a wra lenna hwedhel dhe'n fleghes pub gorthugher.,I read to the children every evening.
922,27,Examples,Hi a vynnas mos gans Morwenna.,She wished to go with Morwenna.
923,27,Examples,Toni a yll esedha ryb Richard.,Tony can sit beside Richard.
924,27,Examples,My a wra gweres y'n chi.,I do help in the house.
925,27,Examples,Maria a wrug kewsel.,Mary did speak.
926,27,Examples,Hi a wra glaw a-vorow.,Hi a wra glaw a-vorow.
927,27,Examples,A wre'ta klewes an gan?,Do you hear the song?
928,27,Examples,A wruss'ta esedha gans Mighal?,A wruss'ta esedha gans Mighal?
929,27,Examples,A vynn'ta kemmeres an bluvenn ma?,Will you have this pen?
930,27,Examples,"Mynnav! Ro hi dhymm, mar pleg.","I will! Give it to me, please."
931,27,Examples,"A vynn'ta skrifa dha hanow, mar pleg?","Will you write your name, please?"
932,27,Examples,Na vynnav! Drog yw genev.,I will not! I'm sorry.
933,27,Examples,A vynn'ta leverel dhymm an acheson?,Will you tell me the reason?
934,27,Examples,Mynnav! An bluvenn ma yw gwag.,I will. This pen is empty.
935,27,Examples,A wodhesta neuvya?,Can you swim? (Do you know how to swim?)
936,27,Examples,Gonn.,"Yes, I know how to."
937,27,Examples,Na wonn.,"No, I don't know how to."
938,27,Examples,A yll'ta kuntell an lyvrow?,Can you collect the books? (Have you the time/opportunity to?)
939,27,Examples,"Gallav, sur.","I can, certainly."
940,27,Examples,Na allav.,No I can't.
941,27,Examples,An dowr a yn nans dhe'n mor.,The water goes down to the sea.
942,27,Examples,Nebonan arall eth yn le Karl.,Someone else went in place of Charles.
943,27,Examples,An gwyns a dheu a'n mor.,The wind comes from the sea.
944,27,Examples,Jenefer a dheuth gans hy gour.,Jenifer came with her husband.
945,27,Review,An vowes a wra hy ober omma.,The girl does her work here.
946,27,Review,My a vynn esedha yn y le.,I will sit in his place.
947,27,Review,Ev a yll gorra y draow ena.,He can put his things there.
948,27,Review,Ni a dhe Druru gans ow thas.,We go to Truro with my father.
949,27,Review,"Maria a wrug henna, dell glewav.","Mary did that, I hear."
950,27,Review,Nebonan a allas gweres.,Someone was able to help.
951,27,Review,Peub a dheuth gans arghans lowr.,Everyone came with enough money.
952,27,Review,Da o.,It was good.
953,27,Review,Ny vynnas Lowena mones gans hy hwoer.,Lowena did not wish to go with her sister.
954,27,Review,A ny allas an venyn gwiska hy hota?,Could the woman not wear her coat?
955,27,Review,A yll an fleghes neuvya omma?,Can the children swim here?
956,27,MiscReview,Fatell o an gewer yn Itali?,How was the weather in Italy?
957,27,MiscReview,"Poeth o, sur, pur boeth.","It was hot, certainly, very hot."
958,27,MiscReview,Py par gwerther yw Jago?,What sort of salesman is James?
959,27,MiscReview,Py gour yw dha hwegron?,Which man is your father-in-law?
960,27,MiscReview,"Ottena! An den berr, tew.","See over there! The short, fat person."
961,27,MiscReview,Piw o hy howethes wir?,Who was her true friend?
962,27,MiscReview,Ni oll warbarth eth yn-nans dhe'n treth rag neuvya.,We all went down to the beach together in order to swim.
963,27,MiscReview,Pyth yw hemma a-dryv an amari?,What is that behind the cupboard?
964,27,MiscReview,"Paper-nowodhow koth yw, sur.",It's surely an old newspaper.
965,27,MiscReview,"Berrheans an lyver o re verr, dell dybav.","The abridgement of the book was too short, I think."
966,27,MiscReview,My a brenas dewdhek oy nowydh y'n bargen-tir.,I bought twelve new eggs at the farm.
967,27,MiscReview,Py eur o pan dheuth hi tre arta?,What time was it when she came home again?
968,27,MiscReview,Nebes geryow yw an gwella.,A few words are the best.
969,27,MiscReview,Nyns esa meur a win gesys rag kinyow.,There was not much wine left for dinner
970,27,MiscReview,Yth esa hwans dhymm a vones.,I wanted to go.
971,27,MiscReview,Ynter an garrek ha'n mor yth esen vy.,I was between the rock and the sea.
972,27,MiscReview,A nyns owgh hwi yeyn orth an daras ena?,Aren't you cold by the door there?
973,27,MiscReview,"Gorr oyl a-ji dhe'n jynn; gwag yw, dell hevel.",Put some oil in the engine; it's empty it seems.
974,27,MiscReview,Nyns yw an hwedhel 'Mil Nos ha Nos' unn hwedhel mes lies hwedhel yn unn lyver.,The story 'A Thousand and One Nights' is not one story but many stories in one book.
975,27,MiscReview,"Fatell o an gewer y'n eur na? Oer o, pur oer.","How was the weather at that time? It was cold, very cold."
976,27,MiscReview,Yth esa toll yn to hy chi ha ledan o an keth toll na.,There was a hole in the roof of her house and that same hole was wide.
977,27,MiscReview,An glaw a dheuth a-ji der an toll.,The rain came in through the hole.
978,27,MiscReview,Py boesti yw an gwella y'n dre ha py boesti yw an gwettha?,Which restaurant is the best in the town and which restaurant is the worst?
979,27,MiscReview,"Boesti an tavern 'An Margh Wynn' yw an gwella, dell dybav, ha'n boesti a-ji dhe'n varghas yw an gwettha, dell glewav.","The restaurant of 'The White Horse' is the best, I think, and the restaurant in the market is the worst, I hear."
980,27,MiscReview,Ottena! Yma y wreg ganso lemmyn.,Look! There's his wife with him now.
981,27,MiscReview,"Hwel, ena hanafas a goffi yw brav.","Work, then a cup of coffee is fine."
982,28,Examples,An keur a ganas dhe'n fleghes.,The choir sang to the children.
983,28,Examples,An keur a ganas dhedha.,The choir sang to them.
984,28,Examples,Yma an vowes ganso eev.,The girl is with him (emphatic).
985,28,Examples,My a vynn esedha gansa ynsi.,I will sit with them (emphatic).
986,28,Review,Henna a dhiskwedhas an folenn dhedha.,That person showed the paper to them.
987,28,Review,Ny worrsons i aga hanstell warnedhi (an voes).,They did not put their basket on it (the table).
988,28,Review,A ganas Margh genowgh?,Did Mark sing with you?
989,28,Review,My a welas tarow y'n pras.,I saw a bull in the field.
990,28,Review,Yth esa bughes ynno ynwedh.,There were cows in it too.
991,28,Review,"Kemmer an kowl ma, yma bollas ragos.","Take this soup, there is a bowlful for you."
992,28,Review,Hebdhi nyns ov lowen.,Without her I am not happy.
993,28,Review,Nyns eth Morwenna hebov.,Morwenna did not go without me.
994,28,Review,A leversys jy hemma ragon?,Did you say that for us?
995,28,Review,Rygdhi y hwrug ev an dra.,For her he did the thing.
996,28,Review,Gwra an hwel gansa!,Do the work with them!
997,28,Review,"Ro e dhymmo vy, mar pleg!","Give it to me, please!"
998,28,Review,Ny dhiskwedhsyn an golow dhedha.,We did not show them the light.
999,28,Review,Lavar dhymm piw yw an re ma!,Tell me who those people are!
1000,28,MiscReview,"Nos dha dhywgh hwi oll, nos dha!","Good night to you all, good night!"
1001,28,MiscReview,Eus nebes koffi gesys ragov? Nag eus. Yma te hepken.,Is there a little coffee left for me? No. There is tea only.
1002,28,MiscReview,Usi an saghasow a avalow a-ji dhe'n karrji? Esons!,Are the bags of apples inside the garage? They are!
1003,28,MiscReview,Pyth yw an dra ma yn Kernewek? Glawlenn yw.,What is this object in Cornish? It's 'glawlenn' (umbrella).
1004,28,MiscReview,Py hwel eus dhodho?,What work has he got?
1005,28,MiscReview,"Dyskador yw, dell glewav.","He is a teacher, I hear."
1006,28,MiscReview,"Nyns yns aga hota ynsi, sur.","They are not their coats, certainly."
1007,28,MiscReview,"Ny wonn kovedhes. Arta mar pleg, ha lenta.","I don't understand. Again please, and slower."
1008,28,MiscReview,Hy thas-gwynn o pronter yn Eglos Pow Sows.,Her grandfather was a parson in the Church of England.
1009,28,MiscReview,Ott! Chymbla an chi na yw gyllys gans an gwyns krev.,Look! The chimney of that house has gone with the strong wind.
1010,28,MiscReview,"Tasik, tasik! Ple'ma agan ki?","Daddy, daddy! Where is our dog?"
1011,28,MiscReview,"Piw yns i, an re na a-rag gwerthji an horner?","Who are they, those (people) in front of the ironmonger's shop?"
1012,28,MiscReview,"Ny wonn. Mes na gews dhedha! Tus kemmyn yns, dell hevel, ha nyns yns agan parow, sur.","I don't know. But don't speak to them! They are common people, it seems and they are not our equals for sure."
1013,28,MiscReview,Pub avon omma yw keltek ha pub menydh ynwedh.,Every river here is Celtic and every mountain too.
1014,28,MiscReview,Bregh an gador ma yw terrys.,The arm of this chair is broken.
1015,28,MiscReview,"On ni diwedhes? On, dell dybav.","Are we late? We are, I think."
1016,28,MiscReview,Yma bownder verr ha kul ynter an dhew bras vras.,"There is a short, narrow lane between the two big fields."
1017,28,MiscReview,Yntra naw den ev yw an lyha oll.,Among nine people he is the least of all.
1018,28,MiscReview,"Re dhiwedhes os, ow howeth, ha nyns eus hanafas a goffi ragos.","You are too late, my friend, and there is no cup of coffee for you."
1019,29,Examples,Yma Jerri ow koska lemmyn.,Jerry is sleeping now.
1020,29,Examples,Yth esov ow tybri ow hoen.,I am eating my supper.
1021,29,Examples,Nyns eson ow megi.,We are not smoking.
1022,29,Examples,My yw skwith.,I am tired.
1023,29,Examples,Yth esen ow tybri.,I was eating.
1024,29,Examples,Yma an avon ow resek yn krev.,The river is running strongly.
1025,29,Examples,Yma krys ow kregi war benn an gweli.,There is a shirt hanging on the end of the bed.
1026,29,Examples,Yma an fleghes ow tyski Kembrek.,The children are learning Welsh.
1027,29,Examples,Yma an gowethas owth omguntell.,The society is meeting.
1028,29,Examples,Yma ki owth hartha a-ves.,There is a dog barking outside.
1029,29,Examples,Nyns usi an flogh ow koska lemmyn.,The child is not sleeping now.
1030,29,Examples,Nyns eus karr ow tos.,There is no car coming.
1031,29,Examples,Nyns usi hy harr ow tos.,Her car is not coming.
1032,29,Examples,Eus gwyns ow hwytha?,Is there a wind blowing?
1033,29,Examples,Usi an keur ow kana?,Is the choir singing?
1034,29,Examples,Esowgh hwi ow redya warbarth?,Are you reading together?
1035,29,Examples,A nyns esen ni ow kweres?,Weren't we helping?
1036,29,Examples,Nyns esons ow kwari yn ta.,They are not playing well.
1037,29,Examples,Esos jy ow kasa lemmyn?,Are you leaving now?
1038,29,Examples,Nyns esowgh ow mires orthiv.,You are not looking at me.
1039,29,Examples,Yth esov ow powes y'n lowarth.,I am resting in the garden.
1040,29,Examples,Yth esos ow synsi an lovan.,You are holding the rope.
1041,29,Examples,Yma ev ow palas gans an bal derrys.,He is digging with the broken spade.
1042,29,Examples,Yth eson ow terri bleujennow.,We are picking flowers.
1043,29,Examples,Yth esowgh hwi ow nesa an gresenn.,You are approaching the centre.
1044,29,Examples,Ymons owth oberi gans aga thas.,They are working with their father.
1045,29,Examples,Yth esens ow kolghi an lestri plos.,They were washing the dirty dishes.
1046,29,Examples,Yth esa an maw ow megi.,The boy was smoking.
1047,29,Examples,Nyns esov ow skrifa travydh.,I am not writing anything.
1048,29,Examples,"Nyns esos jy ow serri, esos jy?","You are not getting angry, are you?"
1049,29,Examples,Nyns esen ni ow redya.,We were not reading.
1050,29,Examples,Nyns usi an yeynell owth oberi.,The refrigerator is not working.
1051,29,Examples,Nyns eus nebonan ow kelwel.,There is no one calling.
1052,29,Examples,Nyns eson ni ow megi.,We are not smoking.
1053,29,Examples,Nyns esowgh ow sevel hwath.,You are not standing yet.
1054,29,Examples,Nyns esons ow tos.,They are not coming.
1055,29,Examples,Nyns esen vy ow kana.,I was not singing.
1056,29,Examples,Esos jy ow koslowes?,Are you listening?
1057,29,Examples,Usi an goel ow lenwel?,Is the sail filling?
1058,29,Examples,Eus flogh ow kewsel?,Is there a child speaking?
1059,29,Examples,Esons i ow kerdhes gensi?,Are they walking with her?
1060,29,Examples,Usi an gerens ow keskewsel?,Are the parents talking together?
1061,29,Examples,Esewgh hwi ow kewsel orti?,Were you speaking to her?
1062,29,Examples,Esov!,I am! 
1063,29,Examples,Usi!,It is!
1064,29,Examples,Eus!,There is!
1065,29,Examples,Esons!,They are!
1066,29,Examples,Esens!,They were!
1067,29,Examples,Esen!,I was!
1068,29,Examples,Esen!,We were!
1069,29,Examples,Nag esov!,I am not!
1070,29,Examples,Nag usi!,It is not!
1071,29,Examples,Nag eus!,There is not!
1072,29,Examples,Nag esons!,They are not!
1073,29,Examples,Nag esens!,They were not!
1074,29,Examples,Nag esen!,I was not!
1075,29,Examples,Nag esen!,We were not!
1076,29,Examples,An vamm-wynn a gar esedha.,Grandmother likes sitting.
1077,29,Examples,Yma an vamm-wynn owth esedha.,Grandmother is sitting.
1078,29,Review,My a gar dybri dyenn kernewek.,I love eating Cornish cream.
1079,29,Review,Yth esov ow tybri li y'n gegin.,I am eating lunch in the kitchen.
1080,29,Review,Joy a vynn skrifa dhodho.,Joy will write to him.
1081,29,Review,Yma hi ow skrifa dhodho y'n chi.,She is writing to him in the house.
1082,29,Review,Joy re skrifas dhodho mes nyns eus gorthyp hwath.,Joy has written to him but there is no reply yet.
1083,29,Review,Yma an baner owth yskynna.,The flag is going up.
1084,29,Review,My a allas yskynna an vre heb gweres.,I was able to ascend the hill without help.
1085,29,Review,Yma ev ow kuntell an tokynyow.,He is collecting the tickets.
1086,29,Review,Y ober yw kuntell an tokynyow.,His work is collecting the tickets
1087,29,Review,Lowena a gar gwiska hy hota du.,Lowena likes wearing her black coat.
1088,29,Review,Nyns usi hi ow kwiska hy hota du.,She is not wearing her black coat.
1089,29,MiscReview,Gorr an kellylli war an voes!,Put the knives on the table!
1090,29,MiscReview,Morwenna yw lowen. Hy fenn-bloedh yw hedhyw.,Morwenna is happy. Her birthday is today.
1091,29,MiscReview,Py mappa yw an gwella ragon?,What map is the best for us?
1092,29,MiscReview,Py par gorthyp yw henna?,What sort of answer is that?
1093,29,MiscReview,Fatell o an gewer ragowgh y'n Alban?,How was the weather for you in Scotland?
1094,29,MiscReview,Esedh y'n trysa desk!,Sit in the third desk.
1095,29,MiscReview,Y'n seythves dydh an dra o dien.,On the seventh day the matter was complete.
1096,29,MiscReview,Kan an kynsa salm warn ugens!,Sing the twenty-first psalm!
